Id,source,title,article,page_rank,timestamp,year,month,has_timestamp,text
7405,CNET,Wikileaks domain name yanked in spat over leaked documents,"<p>Featured links from the CNET Blog Network</p>
\

\
<p>
\
<a href=""http://www.news.com/8301-13578_3-9874167-38.html?tag=bnpr"">Wikileaks domain name yanked in spat over leaked documents</a> Things could easily spiral out of control with the underlying lawsuit. The anonymous folks behind Wikileaks, for instance, say they're developing ""uncensorable"" countermeasures.</p>
\

\
<p>
\
<a href=""http://www.cnet.com/8301-13645_1-9874075-47.html?tag=bnpr"">HD DVD: Just another brick in the wall of defunct formats</a> The Audiophiliac ponders the imminent demise of the high-def spin and looks back over a long history of defunct formats.</p>
\

\
<p>
\
<a href=""http://blogs.cnet.com/8301-13505_1-9874171-16.html?tag=bnpr""> Microsoft's stingy DreamSpark program</a> Redmond proves, yet again, that it is stuck in the 20th century. Alas, Mr. Gates, the day of placating developers with tools is over.</p>
\

\
<p>
\
<a href=""http://www.cnet.com/8301-13556_1-9874223-61.html?tag=bnpr""> Mosso's different take on the cloud</a> The start-up's approach builds on standardized software stacks, and the company scales up available hardware resources as needed automatically.</p>
\

\
<p>
\
<a href=""http://www.cnet.com/8301-13924_1-9874144-64.html?tag=bnpr"">MacBook Air's thinness, flash drive point to notebook future </a> Its basic concept--a relatively high-performance notebook PC in an incredibly thin and lightweight package--will be copied by all the major notebook suppliers.</p>
\

\

\

\

\

\

\

\

\

\

\

\

\

\

\

\

\

\

\

\

\
",3,2008-02-20 02:36:48,2008.0,2.0,1,"wikileaks domain name yanked in spat over leaked documents featured links from the cnet blog network \ \ \ wikileaks domain name yanked in spat over leaked documents things could easily spiral out of control with the underlying lawsuit. the anonymous folks behind wikileaks, for instance, say they're developing ""uncensorable"" countermeasures. \ \ \ hd dvd: just another brick in the wall of defunct formats the audiophiliac ponders the imminent demise of the high-def spin and looks back over a long history of defunct formats. \ \ \ microsoft's stingy dreamspark program redmond proves, yet again, that it is stuck in the 20th century. alas, mr. gates, the day of placating developers with tools is over. \ \ \ mosso's different take on the cloud the start-up's approach builds on standardized software stacks, and the company scales up available hardware resources as needed automatically. \ \ \ macbook air's thinness, flash drive point to notebook future its basic concept--a relatively high-performance notebook pc in an incredibly thin and lightweight package--will be copied by all the major notebook suppliers. \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \"
7406,Yahoo,"Sculptor takes on Fla. skeleton mystery \
    (AP)\
","<p><a href=""http://us.rd.yahoo.com/dailynews/rss/science/*http://news.yahoo.com/s/ap/20070911/ap_on_re_us/skeleton_mystery""><img src=""http://d.yimg.com/us.yimg.com/p/ap/20070911/capt.eab14ced12fb4e4e85d6adbb72260201.skeleton_mystery_flla101.jpg?x=130&y=87&sig=.JiPF5KfLyJT5ROE6tR4Dg--"" align=""left"" height=""87"" width=""130"" alt=""Detective Sgt. Jennifer Soto , right, talks as Detective Barry Lewis, left, looks on at the grounds where eight skeletons were discovered in March in a stand of white-barked melaleuca trees down a dirt road in an industrial area a few miles from downtown Fort Myers, Fla., Friday, Sept. 7, 2007. The victims were white men between the ages of 18 and 49, and died sometime &#151; police don't know how &#151; between 1980 and 2000. That's where the case goes cold. (AP Photo/Luis M. Alvarez)"" border=""0"" /></a>AP - Discarded like trash, eight bodies went unnoticed for years in a thicket of trees and scrub, on the edge of downtown. When they were discovered in March, nothing remained but bones.</p><br clear=""all""/>",5,2007-09-12 01:45:38,2007.0,9.0,1,"sculptor takes on fla. skeleton mystery \ (ap)\ ap - discarded like trash, eight bodies went unnoticed for years in a thicket of trees and scrub, on the edge of downtown. when they were discovered in march, nothing remained but bones."
7407,Washington,Canada&#39;s Liberals Try Anew to Decriminalize Marijuana,"OTTAWA, Nov. 1 -- Canada&#39;s Liberal government reintroduced legislation Monday to decriminalize the possession of small amounts of marijuana, drawing criticism that this could prompt a clampdown at the US border.",5,,,,0,"canada's liberals try anew to decriminalize marijuana ottawa, nov. 1 -- canada's liberal government reintroduced legislation monday to decriminalize the possession of small amounts of marijuana, drawing criticism that this could prompt a clampdown at the us border."
7408,Toledo,"Bush, Kerry campaigns swamp Ohio in search of decisive votes","Nic Cochran is 16 years old, but he has already learned one of the basic truths of politics. Beyond the countless stump speeches and spin, elections are won or lost on Election Day.",5,2004-10-31 14:31:34,2004.0,10.0,1,"bush, kerry campaigns swamp ohio in search of decisive votes nic cochran is 16 years old, but he has already learned one of the basic truths of politics. beyond the countless stump speeches and spin, elections are won or lost on election day."
7409,RedNova,Great Educational and Fun Web Sites to Explore During the Summer,"By Tabor, Kim  WEB SITES  ALIEN EARTHS  http://free.ed.gov/resource.cfm?resource_id-1852  Examine the formation of stars and planets and the quest for a habitable planet. Create a virtual community of microorganisms. Build the perfect solar system.",4,2007-06-07 20:24:03,2007.0,6.0,1,"great educational and fun web sites to explore during the summer by tabor, kim web sites alien earths http://free.ed.gov/resource.cfm?resource_id-1852 examine the formation of stars and planets and the quest for a habitable planet. create a virtual community of microorganisms. build the perfect solar system."
7410,Independent,Israeli soldiers accused of tampering with corpses,A military police investigation was ordered yesterday by the Israeli Chief of Staff into allegations that soldiers had tampered with the bodies of dead Palestinians and posed for photographs with the corpses.,5,,,,0,israeli soldiers accused of tampering with corpses a military police investigation was ordered yesterday by the israeli chief of staff into allegations that soldiers had tampered with the bodies of dead palestinians and posed for photographs with the corpses.
7411,Reuters,"Stocks Seen Rising After CPI Data, HP"," NEW YORK (Reuters) - Stock futures climbed higher on  Wednesday, pointing to a stronger market open, after news that  core inflation rose only slightly more than expected last  month, easing concern about faster interest-rate hikes by the  Federal Reserve.",5,2004-11-17 15:37:27,2004.0,11.0,1,"stocks seen rising after cpi data, hp new york (reuters) - stock futures climbed higher on wednesday, pointing to a stronger market open, after news that core inflation rose only slightly more than expected last month, easing concern about faster interest-rate hikes by the federal reserve."
7412,Washington, Hancock's Dad Sues Over Pitcher's Death  ," ST. LOUIS -- The father of Josh Hancock filed suit Thursday, claiming a restaurant provided drinks to the St. Louis Cardinals relief pitcher even though he was intoxicated prior to the crash that killed him.<br clear=""all""><a href=""http://ad.doubleclick.net/jump/wpni.rss/sports;pos=ad9;tile=9;ad=rss;sz=479x40;ord=212473538305"" target=""_blank""><img src=""http://ad.doubleclick.net/ad/wpni.rss/sports;pos=ad9;tile=9;ad=rss;sz=479x40;ord=212473538305"" border=""0"" vspace=""5""></a> ",4,2007-05-25 05:52:28,2007.0,5.0,1,"hancock's dad sues over pitcher's death st. louis -- the father of josh hancock filed suit thursday, claiming a restaurant provided drinks to the st. louis cardinals relief pitcher even though he was intoxicated prior to the crash that killed him."
7413,Yahoo,"Nader to decide soon on possible presidential run \
    (Reuters)\
","<p><a href=""http://us.rd.yahoo.com/dailynews/rss/elections/*http://news.yahoo.com/s/nm/20080121/pl_nm/usa_politics_nader_dc""><img src=""http://d.yimg.com/us.yimg.com/p/nm/20080121/2008_01_21t115745_450x297_us_usa_politics_nader.jpg?x=130&y=85&q=85&sig=FXJPa0O2lqoQuj_yGk2cfQ--"" align=""left"" height=""85"" width=""130"" alt=""Ralph Nader arrives for Time's celebration of the magazines's '100 Most Influential People' in New York May 8, 2006. (Keith Bedford/Reuters)"" border=""0"" /></a>Reuters - Consumer advocate Ralph Nader said on \
Monday he will decide soon on whether to make a another bid for \
the White House in 2008, eight years after playing a key role \
as a third party presidential candidate.</p><br clear=""all""/>",5,2008-01-21 20:01:17,2008.0,1.0,1,"nader to decide soon on possible presidential run \ (reuters)\ reuters - consumer advocate ralph nader said on \ monday he will decide soon on whether to make a another bid for \ the white house in 2008, eight years after playing a key role \ as a third party presidential candidate."
7414,Yahoo,"AutoNation quarterly profit, sales fall \
    (AP)\
","<p><a href=""http://us.rd.yahoo.com/dailynews/rss/business/*http://news.yahoo.com/s/ap/20080208/ap_on_bi_ge/earns_autonation""><img src=""http://d.yimg.com/us.yimg.com/p/ap/20080207/capt.fcd5ee57d6194d7ea2102119d0c950fd.earns_autonation_nybz144.jpg?x=130&y=88&q=85&sig=nS1oaMt3_hoCEkxrXxBpdg--"" align=""left"" height=""88"" width=""130"" alt=""Mike Jackson, Chairman and Chief Executive Officer of AutoNation, poses at Mercedes-Benz of Fort Lauderdale in this April 25, 2006 file photo in Fort Lauderdale, Fla.  AutoNation Inc., the nation's largest auto retailer, on Thursday, Feb. 7, 2008 said its fourth-quarter earnings fell 31 percent, falling short of Wall Street expectations as the decline of vehicle sales in California and Florida continued due to a slumping housing market. Its shares fell almost 5 percent. (AP Photo/Wilfredo Lee, file)"" border=""0"" /></a>AP - AutoNation Inc., the nation's largest auto retailer, said Thursday its fourth-quarter earnings fell 31 percent, falling short of Wall Street expectations as drops in California and Florida vehicle sales persisted amid a slumping housing market.</p><br clear=""all""/>",5,2008-02-08 09:49:18,2008.0,2.0,1,"autonation quarterly profit, sales fall \ (ap)\ ap - autonation inc., the nation's largest auto retailer, said thursday its fourth-quarter earnings fell 31 percent, falling short of wall street expectations as drops in california and florida vehicle sales persisted amid a slumping housing market."
7415,Reuters,Michael Jackson postpones Tokyo Christmas event,"TOKYO, Dec 16 (Reuters Life!) - American superstar Michael Jackson has postponed a pricey Tokyo Christmas event to next year so he could add another date to his schedule to meet fans, organizers said.",5,2006-12-16 20:18:13,2006.0,12.0,1,"michael jackson postpones tokyo christmas event tokyo, dec 16 (reuters life!) - american superstar michael jackson has postponed a pricey tokyo christmas event to next year so he could add another date to his schedule to meet fans, organizers said."
7416,Reuters,"Hamas dismisses Bush Mideast visit as ""photo op""","GAZA (Reuters) - Palestinian Islamist group Hamas on Saturday dismissed U.S. President George W. Bush's upcoming visit to the Middle East as a ""photo opportunity"" and said he was not welcome in the region.",5,2008-01-05 17:44:23,2008.0,1.0,1,"hamas dismisses bush mideast visit as ""photo op"" gaza (reuters) - palestinian islamist group hamas on saturday dismissed u.s. president george w. bush's upcoming visit to the middle east as a ""photo opportunity"" and said he was not welcome in the region."
7417,Yahoo,"5 Duquesne players injured in shooting \
    (AP)\
","AP - Five Duquesne University basketball players were injured in a campus shooting and two remain hospitalized, the school said Sunday.",5,2006-09-17 20:02:37,2006.0,9.0,1,"5 duquesne players injured in shooting \ (ap)\ ap - five duquesne university basketball players were injured in a campus shooting and two remain hospitalized, the school said sunday."
