Id,source,title,article,page_rank,timestamp
5737,Yahoo,"Lieberman files to run as independent \
    (AP)\
","<p><a href=""http://us.rd.yahoo.com/dailynews/rss/politics/*http://news.yahoo.com/s/ap/20060809/ap_on_el_se/primary_elections""><img src=""http://d.yimg.com/us.yimg.com/p/ap/20060809/capt.054aebe5e8474f4491753f0802a55fb2.aptopix_primary_elections_ctss108.jpg?x=130&y=106&sig=Tg2e8AFGNL8HCmdm._kLuQ--"" align=""left"" height=""106"" width=""130"" alt=""Three term U.S. Senator Joseph Lieberman, D-Conn., pumps his fist at supporters as his wife, Hadassah stands behind him at the conclusion of his election night campaign event at the Goodwin Hotel in Hartford, Conn., Tuesday night Aug. 8, 2006.  Lieberman lost the primary election and announced he would continue his campaign for a fourth term as an independent democratic candidate. (AP Photo/Stephan Savoia)"" border=""0"" /></a>AP - Hours after a Democratic primary defeat, Sen. Joe Lieberman filed petitions Wednesday morning to run as an independent in the general election. Senate party leaders in Washington quickly endorsed the anti-war businessman who beat the three-term senator.</p><br clear=""all""/>",5,2006-08-09 17:50:16
5738,Forbes,HRT&#39;s Link to Higher Blood Clot Risk Confirmed,"Women who receive combination hormone therapy are at double the risk of developing blood clots in their veins, according to a major government study on the treatment.",5,2004-10-08 16:11:04
5739,Yahoo,"Group OKs UN budget over US objections \
    (AP)\
","AP - A key U.N. committee approved a two-year budget of $4.17 billion Friday night, with the United States casting the only ""no"" vote because it included $6.7 million for a follow-up to a conference the U.S. considered anti-Israel.",5,2007-12-22 11:07:12
5740,News,Google adds features to photo service,On <a href='http://www.newsisfree.com/sources/info/2315/'>CNN</a>,5,2005-01-18 22:13:21
5741,Yahoo,"Houston mayor coasting to third term \
    (AP)\
","AP - The freshman congressman's election night euphoria had barely subsided when a young San Antonio man approached him and drawled: ""Congressman ... I'd like to work for you.""",5,2007-10-26 02:09:48
5742,Register,Sonnet Tempo SATA Express 34 ExpressCard eSATA adaptor,"<h4>Add-in eSATA ports for laptop Macs</h4>\
<p><strong>Review</strong> The External Serial ATA add-on interconnection standard (eSATA) is becoming more common on systems as users seek greater data transfer speeds. Macs are often among the first to get new technologies like these, but eSATA ports remain absent. For ExpressCard 34-equipped laptops at least, here's one answer.â¦</p>",5,2007-07-06 16:39:22
5743,New,Workers at Chrysler Narrowly Approve Contract,"Members of the United Automobile Workers approved a four-year contract with Chrysler, clearing the way for talks to accelerate at Ford.",5,2007-10-27 20:30:44
5744,Reuters,Newest Darfur peacekeepers delayed a week-Rwanda,"A battalion of Rwandan peacekeeping troops scheduled to arrive in Sudan&#39;s Darfur region this weekend will be delayed by a week because of logistical problems, Rwanda said on Sunday.",5,2004-10-18 05:56:25
5745,BBC,Alexander makes election apology,Former Scottish Secretary Douglas Alexander apologises for his role in the Scottish elections fiasco.,5,2007-10-24 15:46:21
5746,BBC,Abbey suffers huge ISA backlog,High St bank Abbey is struggling to cope with the amount of people attempting to transfer money into its postal ISA.,5,0000-00-00 00:00:00
5747,Yahoo,"U.S.: Iran restricting religious freedom \
    (AP)\
","AP - A ""threatening atmosphere"" in Iran is causing a deterioration in already restricted religious freedom for nearly all minorities despite repeated expressions of concern by the United Nations, the State Department said Friday.",5,2006-09-17 15:46:06
5748,New,"It Seems the Fertility Clock Ticks for Men, Too","Mounting evidence is suggesting that as men get older, they face an increased risk of fathering children with abnormalities.",5,2007-02-27 04:54:32
5749,Yahoo,"Suicide blast on British patrol kills four Afghans in Kabul \
    (AFP)\
","<p><a href=""http://us.rd.yahoo.com/dailynews/rss/world/*http://news.yahoo.com/s/afp/20060904/ts_afp/afghanistanunrest""><img src=""http://d.yimg.com/us.yimg.com/p/afp/20060904/capt.sge.jzl75.040906095859.photo00.photo.default-512x340.jpg?x=130&y=86&sig=uVCnpSD3qtC0O2nCZG7GdA--"" align=""left"" height=""86"" width=""130"" alt=""Afghan soldiers secure the area after an explosion in Kabul in July 2006. A suicide car bomb near a British patrol in Kabul have killed four Afghans, while a NATO soldier was killed by gunfire from his own force during an intense battle in the south.(AFP/File/Farzana Wahidy)"" border=""0"" /></a>AFP - A suicide car bomb near a British patrol in Kabul have killed four Afghans, while a NATO soldier was killed by gunfire from his own force during an intense battle in the south.</p><br clear=""all""/>",5,2006-09-04 13:19:15
5750,Washington, Americans Back  Price Negotiations On Medicare Drugs ," A new poll shows that the overwhelming majority of Americans favor allowing the government to negotiate prescription drug prices for the Medicare program, suggesting there will be considerable political pressure on the next Congress to do so. ",5,2006-12-09 08:35:37
5751,Yahoo,"New Darfur peace force begins mission \
    (AFP)\
","<p><a href=""http://us.rd.yahoo.com/dailynews/rss/politics/*http://news.yahoo.com/s/afp/20071231/wl_afp/sudandarfurunrestafricanunionun""><img src=""http://d.yimg.com/us.yimg.com/p/afp/20071231/capt.sge.ooq27.311207195923.photo00.photo.default-416x512.jpg?x=105&y=130&sig=jnJMqgOKlkZx8rCQPuGSkw--"" align=""left"" height=""130"" width=""105"" alt=""An African Union (AU) soldier stands guard as the sun sets at the ARC compound in El Fasher, Sudan, September 2007.  A new joint African Union-United Nations force took over peacekeeping in Darfur on Monday from an AU mission which failed to stem nearly five years of conflict in western Sudan.(AFP/File/Don Emmert)"" border=""0"" /></a>AFP - A new joint African Union-United Nations force took over peacekeeping in Darfur on Monday from an AU mission which failed to stem nearly five years of conflict in western Sudan.</p><br clear=""all""/>",5,2008-01-02 13:15:16
5752,Yahoo,ETFs Reach a New Milestone in 2004 (AP),"AP - It wasn't a bad year for conventional mutual funds, but exchange traded funds experienced dramatic growth in 2004, raking in an unprecedented amount of new cash.",5,2005-01-05 21:40:44
5753,BBC,UK house prices fall in December,"UK house prices fall for the second time in three months, according to Nationwide building society.",5,2004-12-30 09:24:35
5754,RedNova,Fox Gets Set to Attack CNBC,"By Associated Press  NEW YORK -- News Corp. chief Rupert Murdoch says the new Fox Business Channel will be ""more business-friendly"" than rival CNBC, making that point on the day he announced his network would launch at the end of the year.",4,2007-02-20 22:32:00
5755,Yahoo,"West must step up Afghan aid effort: NATO general \
    (Reuters)\
","<p><a href=""http://us.rd.yahoo.com/dailynews/rss/politics/*http://news.yahoo.com/s/nm/20061004/wl_nm/nato_afghan_dc""><img src=""http://d.yimg.com/us.yimg.com/p/nm/20061005/2006_10_04t193956_450x366_us_nato_afghan.jpg?x=130&y=105&sig=8HXvFgnKImGe4ResJT296g--"" align=""left"" height=""105"" width=""130"" alt=""NATO's Supreme Allied Commander Europe General James Jones leaves a news conference at the Pentagon in Washington August 17, 2006. Western nations must do more to crack down on the drug trade and corruption in Afghanistan, Jones said on Wednesday as the alliance prepared to assume security duties for the whole country. (Jim Young/Reuters)"" border=""0"" /></a>Reuters - Western nations must do more to \
crack down on the drug trade and corruption in Afghanistan, \
NATO's commander said on Wednesday as the alliance prepared to \
assume security duties for the whole country.</p><br clear=""all""/>",5,2006-10-06 04:31:22
5756,Yahoo,"Owen rewarded for keeping the faith after Euro 2008 football win \
    (AFP)\
","<p><a href=""http://us.rd.yahoo.com/dailynews/rss/europe/*http://news.yahoo.com/s/afp/20070913/wl_uk_afp/fbleur2008engrusowen""><img src=""http://d.yimg.com/us.yimg.com/p/afp/20070913/capt.sge.twr59.130907015236.photo00.photo.default-361x512.jpg?x=91&y=130&sig=7EfbSW1246OY3tE7CJzK4g--"" align=""left"" height=""130"" width=""91"" alt=""England footballer Michael Owen plays against Russia during a European Championship 2008 Qualifying Group D football match at Wembley Stadium in London. England won the game 3-0.(AFP/Adrian Dennis)"" border=""0"" /></a>AFP - A weaker character than Michael Owen would have been destroyed by his injury nightmare, but the England striker is reaping the rewards after refusing to give in.</p><br clear=""all""/>",5,2007-09-13 04:33:22
5757,New,"With Lasers and Daring, Doctors Race to Save a Young Manâs Brain",Chris Ratuszny was the first person in the U.S. to undergo an operation involving the use of an excimer laser to treat a giant brain aneurysm. ,5,2006-12-19 08:19:14
5758,St.,"After beat-down from Cards, you almost feel sorry for Garner","In this corner of cyberspace, we&#39;re working up some genuine empathy for Astros manager Phil Garner. He led Houston to an improbable 36-10 finish, which allowed them to steal the wild-card berth from the Chicago Cubs.",5,0000-00-00 00:00:00
5759,Reuters,Sudan welcomes U.N. support for AU Darfur force,"KHARTOUM (Reuters) - Sudanese President Omar Hassan al-Bashir welcomes U.N. support for an African Union force monitoring a widely ignored truce in Sudan's violent Darfur region, state media reported on Thursday.",5,2006-10-05 17:18:07
5760,Yahoo,No. 13 Maryland Tops No. 25 Memphis 84-61 (AP),"AP - John Gilchrist had 16 points, 10 rebounds and led a scrappy defense that helped No. 13 Maryland run past No. 25 Memphis 84-61 on Friday night.",5,0000-00-00 00:00:00
5761,Reuters,FDA clears device that may save soldiers' limbs,WASHINGTON (Reuters) - U.S. health officials said on Friday they approved a new device that could help save the arms and legs of injured soldiers and trauma victims.,5,2007-02-10 01:37:32
5762,Yahoo,"Woosnam reveals Ryder Cup plans \
    (AFP)\
","<p><a href=""http://us.rd.yahoo.com/dailynews/rss/europe/*http://news.yahoo.com/s/afp/20060919/wl_uk_afp/golfrydereurope""><img src=""http://d.yimg.com/us.yimg.com/p/afp/20060919/capt.sge.oux68.190906113739.photo00.photo.default-512x349.jpg?x=130&y=88&sig=lcPascsKCvu86UTZVIHcEQ--"" align=""left"" height=""88"" width=""130"" alt=""European Ryder Cup team Captain Ian Woosnam of Wales sits by the Ryder Cup trophy as he addresses the media at the K Club in Straffan, Co. Kildare, Ireland. Woosnam gave a first hint of his Ryder Cup thinking at the K-Club when he sent out his six pairings for the first fourballs practice session.(AFP/Jeff Haynes)"" border=""0"" /></a>AFP - Ian Woosnam gave a first hint of his Ryder Cup thinking at the K-Club when he sent out his six pairings for the first fourballs practice session.</p><br clear=""all""/>",5,2006-09-19 14:18:17
5763,Reuters,Kurd rebels say may hit Turk pipelines if attacked,"ANKARA (Reuters) - Kurdish guerrillas could strike oil pipelines if Turkish troops attack them, a pro-rebel news agency quoted one of their leaders on Friday as saying.",5,2007-10-19 20:15:51
5764,Boston,Life Sciences 25,Optimism surrounding sclerosis drug Tysabri helped push shares of Biogen to a new 52-week high; Genzyme reported positive results from a clinical study of its osteoarthritis treatment Synvisc,4,2006-12-04 12:31:58
5765,Yahoo,"School bus, dump truck collide \
    (AP)\
","AP - A school bus carrying 14 people collided with a dump truck Wednesday and rescue workers called in ambulances and three medical helicopters, emergency officials said.",5,2007-05-30 20:50:16
5766,RedNova,Life's a Beach When You're a Hollywood Couple Looking for Home Number Seven,"By Robin Turner  Catherine zeta-jones and Michael Douglas are about to splash out on their seventh home, according to latest reports from the US.",3,2007-02-05 20:26:30
5767,Reuters,Jamaica Searches for Dozens of Fishermen After Ivan," KINGSTON, Jamaica (Reuters) - Jamaican military forces  searched on Wednesday for dozens of fishermen feared missing  after Hurricane Ivan's strike on the Caribbean island last  weekend, officials said.",5,0000-00-00 00:00:00
5768,National,Stem Cell Advances Offer Hope to Back Up the Hype,"Curing blindness and treating diabetes ""naturally"" in mice are just two of the recent breakthroughs that suggest stem cells hold real potential for helping humans.",5,2006-12-05 21:43:25
5769,Washington,Musharraf: Bin Laden's Location Is Unknown,\N,5,0000-00-00 00:00:00
5770,Register,Tech companies oppose WIPO treaty on TV rights,"<h4>Signal piracy clampdown 'unnecessary'</h4>\
<p>Dell, HP, AT&amp;T, Sony and others have joined forces to oppose a plan that would give broadcasters a whole new set of intellectual property rights over television programmes. They will fight to stop the UN proposal being adopted internationally.â¦</p>",5,2006-09-08 13:35:06
5771,CNN/Money,Congress&#39; deficit forecast worsens,"The US budget deficit will balloon to $2.29 trillion over the next decade, a worse outlook than previously forecast according to a new report by congressional analysts, said a congressional source Tuesday.",5,0000-00-00 00:00:00
5772,RedNova,Area Firm Adds Space Shuttle Simulator,"You lock into the seat, the cabin tilts to a 38-degree angle -- then comes the shudder and roar of ignition. Call it space tourism for the masses, courtesy of Buffalo-based Delaware North Companies.",3,2007-05-27 04:31:17
5773,Yahoo,"Second Life's CTO resigns \
    (AP)\
",AP - Virtual world Second Life's chief technology officer Â a colorful Navy veteran who delights in mocking creationism Â has resigned.,5,2007-12-13 13:00:58
